dip_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,lookback_days,sma_filter_period,trailing_stop_pct,total_return,total_return_pct,sortino,sharpe,max_drawdown,max_drawdown_pct,n_days,final_equity,mean_daily_return,win_rate,n_trades
0.1,0.07,0.06,5,7,10,50,0.03,0.011341827043759986,1.1341827043759987,1.1805618205607837,1.4297601523218022,-0.02034468933079349,-2.034468933079349,30,10113.4182704376,0.0004035210325027287,40.0,10
0.12,0.07,0.08,3,7,10,10,0.03,0.008528744917364675,0.8528744917364675,0.5620087844213516,0.4840779159142631,-0.0928806072828112,-9.288060728281119,30,9904.431384551523,0.00045544697014022383,55.00000000000001,80
0.2,0.07,0.06,5,7,10,20,0.0,0.0014960039960040376,0.14960039960040375,0.29916362034271504,0.22521285401304023,-0.017471776783939342,-1.7471776783939341,30,10014.96003996004,6.797718311046843e-05,50.0,4
0.12,0.15,0.06,5,14,10,50,0.03,0.0018623999267298132,0.1862399926729813,0.22887510801371608,0.4344354106097993,-0.013562495052043667,-1.3562495052043666,30,10018.623999267298,6.87597519251964e-05,75.0,8
0.12,0.07,0.15,3,7,10,50,0.05,0.0014082804555857365,0.14082804555857364,0.19685757084817515,0.2873203269594317,-0.016643794349979906,-1.6643794349979906,30,10014.082804555857,5.528529469284942e-05,50.0,8
0.12,0.07,0.08,3,14,10,50,0.05,0.0014082804555857365,0.14082804555857364,0.19685757084817515,0.2873203269594317,-0.016643794349979906,-1.6643794349979906,30,10014.082804555857,5.528529469284942e-05,50.0,8
0.12,0.07,0.06,3,14,10,50,0.05,0.0014082804555857365,0.14082804555857364,0.19685757084817515,0.2873203269594317,-0.016643794349979906,-1.6643794349979906,30,10014.082804555857,5.528529469284942e-05,50.0,8
0.1,0.1,0.15,3,7,20,50,0.03,0.0008420809426770574,0.08420809426770574,0.12554438114698394,0.15972186273857905,-0.02101355969423703,-2.101355969423703,30,10008.42080942677,4.1229684309567996e-05,28.57142857142857,14
0.2,0.1,0.1,5,7,10,20,0.0,-0.0009990009990009639,-0.09990009990009639,0.017475691347574183,0.017777879989775005,-0.04251590713774022,-4.251590713774022,30,9990.00999000999,8.679177311088766e-06,50.0,4
0.1,0.07,0.06,5,14,20,50,0.03,-0.0015605164599202907,-0.1560516459920291,-0.12802266420905598,-0.16529258431584526,-0.0233883757817645,-2.33883757817645,30,9984.394835400797,-4.201548124866264e-05,28.57142857142857,14
0.12,0.15,0.1,7,7,20,50,0.03,-0.004043786236111009,-0.4043786236111009,-0.522418793245246,-0.8410558911132212,-0.013562495052043667,-1.3562495052043666,30,9959.56213763889,-0.00013498834758993614,60.0,10
0.12,0.07,0.15,7,7,20,50,0.03,-0.004043786236111009,-0.4043786236111009,-0.522418793245246,-0.8410558911132212,-0.013562495052043667,-1.3562495052043666,30,9959.56213763889,-0.00013498834758993614,60.0,10
